,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
54841,46651.0,-1.0989862350802,0.563793422121382,2.07461156302403,-0.249787853213532,0.298287881090768,-1.44949005398722,0.814833324251611,-0.20035100654355,-0.77435595538417,-0.837389366542994,0.0934810220046767,0.598162045676075,0.925593103424255,-0.0281151587948913,0.273485846359338,0.129662739385038,-0.461982471336012,-0.426066257374534,-0.954432543846254,0.134618793417118,0.192768429056077,0.365927107449561,-0.191273962483118,0.975469255865319,0.524591772654126,0.307192959984931,-0.0371561635686973,0.0705821752714792,-0.23840912256109267,0
234203,147875.0,2.03066521007675,-1.28408753905242,-0.350091705252422,-0.64803403450773,-1.09440850108797,0.596206586040077,-1.48170447749591,0.34842382238444,0.278129275966376,0.978879126981028,-0.219225354991351,-0.233725488850501,-0.833847106567372,-0.0331043731170878,0.135493977605214,-0.386663520828051,-0.792623367864396,2.23664907819209,-0.509693436120379,-0.538962894047208,-0.343596016546225,-0.585239682199563,0.342591928146281,0.0345707166218627,-0.698399036023632,0.449164192231656,-0.0135310745133006,-0.039869028858484,-0.19190702921844258,0
208786,137271.0,-0.98355323186077,-0.256355895154928,-1.2414596054608,-3.00451656389449,2.54113226428247,3.03790718148852,-0.647275352140139,1.40249466835192,-1.37406598646276,-0.968369274782343,0.0464673317836454,-0.759686416413588,-0.186695664526751,-1.04548580145644,-0.227246884133645,1.68656805394499,0.985096426437617,-1.34218361722839,-0.146928221788782,0.185409807005447,-0.148075697603722,-1.0365827481152,0.242592450504824,0.532417221567367,-0.579122242189536,-0.796942017890005,0.0389048119611219,0.0405559998405264,-0.2117355571489743,0
206955,136457.0,2.18191787300273,-1.76377577891763,0.324992548934774,-1.43204998526872,-2.24964075353488,-0.263385667158342,-2.00960552749198,0.0398050458824117,-0.455540935125114,1.47106350326974,-1.17652803714908,-0.61899842821505,1.05481691440975,-1.10195377568451,0.448405941386306,0.18283799221513,0.0838075602300076,0.67331071480997,-0.537082738851834,-0.338396788928429,0.0744663354634011,0.749001183519945,0.230948480159766,-0.107801156820745,-0.509213848521523,-0.0866295493036013,0.0791784005425682,-0.0223363759718764,-0.2205237020446888,0
173248,121403.0,-1.47207846155864,-0.499549649801169,-0.571935056338275,-3.34805507338711,2.08337652936712,3.45134685275244,-0.49700111588731,1.57349007166955,0.782680939783487,-1.68182771456397,-0.584400846847026,0.326031926026028,-0.228514331488646,0.119370014800981,-0.0306554805964355,0.507248155640528,-0.77047708174967,-0.0214602257553877,-1.24389486018197,0.230255036526124,0.32673283376169,0.571447162978139,0.0563789978454753,0.75978466068039,-0.0922526565859393,0.546323819184491,0.194660157151264,0.0562139338691315,0.062110103646631915,0
75078,55888.0,-2.24565285223301,1.57120202632031,0.675370742113542,-3.48028353921973,-0.310347200964995,-1.5272705266624,0.844163195464055,-0.228617353425207,1.64688849720917,0.188380404150832,1.65025958572061,1.35478721115066,0.0868112750707559,-0.223300926613119,-0.222729654831738,0.0503692073904785,-1.07139662699589,0.0440682267778823,-0.787800307651926,0.338475608336878,0.0139150578054984,0.158734811643113,-0.0833640575633191,0.53881451055695,0.20919021365762,-0.423721576346748,0.016201391538674,0.4727846152563,-0.37107036510745633,0
205348,135701.0,1.98241225052692,0.064964452763371,-2.21772526433979,0.948120367245782,1.28389721352652,0.171758848923248,0.615570632399185,-0.206684894978563,-0.161784618859277,0.374440144378817,-0.124385776784906,1.16147787429205,0.935605223275847,0.445807125897737,-1.25322783590458,-0.18540355478236,-0.909093874755565,0.192096413885328,0.532440508837419,-0.0462983913297034,0.0623768627680173,0.267357305057703,-0.176380231753836,-0.314419197173588,0.622730708021251,-0.488454879826379,-0.0308155771155159,-0.0643046707848266,-0.12354497746685437,0
61773,49980.0,1.21346882866476,-1.34444713998291,0.870133612143492,-2.1905774209188,-1.87306345238021,-0.363662850189383,-1.28749613581788,0.124531416546041,0.615418653416217,-0.130914594375009,0.935365815782755,0.684742899747283,0.171896529772462,-0.0403314066262805,1.50438508921837,-1.0887328269584,-0.534883809685909,2.5861283475208,-0.0501360052326389,-0.308125305211942,-0.04955121446177,0.265372635253764,-0.116338209936649,0.0281818993990897,0.20949368412495,0.115774289338153,0.0589444875436669,0.0345910099803636,-0.03504526705975958,0
240610,150680.0,2.04841340254743,0.11674902965387,-1.88097008933318,0.188488781246428,0.764638813071149,-0.258294695341178,0.133806348680593,-0.101859909202856,0.15719842177167,-0.234215931635745,0.820381767564337,1.05930247945211,0.787579922950227,-0.818300524744856,-0.537736353957116,0.621642361721194,0.005550481088968,0.259308105258226,0.517220760886946,-0.0635887674518013,-0.330743866900621,-0.867414317243219,0.250395011584774,0.0168545593608237,-0.202602345587479,0.180826199185989,-0.0642315673393752,-0.0423415506248192,-0.33856747745295446,0
116409,74265.0,1.02706360199911,0.0194867287877398,0.182065165825084,0.370483225598863,0.403559329885413,1.26422384540829,-0.425158530229626,0.603497400416832,-0.0836209213378043,-0.273653351748598,2.40713059421303,0.731342461048485,-0.996206039173751,0.240807570720802,1.59971228826175,-0.540532582233617,1.00762413057261,-1.61677694911261,-1.45142372889752,-0.275442561292741,-0.1289865954425,-0.308932648679212,0.257261560952469,-1.08782144208483,-0.164156263357598,0.209334931563764,0.0376701785425164,0.0034912256696441,-0.38264068652794475,0
262182,160352.0,1.95543145389492,-0.491447105404521,-0.304858242317069,0.303982796668019,-0.590936651676288,-0.0011575462487914,-0.746866980085908,0.110093729748202,0.96667202361956,0.156642515912862,0.541894779872322,1.17241731553706,0.510225192394011,-0.157130740536266,-0.326354603518652,0.530723875682343,-0.817006904677223,0.457303790749372,0.0697761553155558,-0.148155803108905,0.203184108993817,0.799491104404978,0.112084464868362,-0.326091749714808,-0.270155921536258,0.572967514293986,-0.0178814551522016,-0.059555852748225,-0.33755176221375127,0
24820,33397.0,-4.61687854725007,1.09139995836624,-0.382736306555317,-3.75583421304508,-3.25949856234204,-1.24375240291223,-1.84302959849343,2.32498884062382,-0.0559812477085552,-0.970044356695513,0.561573258048799,1.76520562073583,0.619861873810785,1.14612803986945,0.126295120211561,-0.254059250392645,-0.0499117400460975,2.21973840773938,-1.69357501642029,-0.870998618832281,-0.109385521911321,-0.161466280153873,-0.180072864652197,0.539145964724047,0.58646765112594,-0.389461307809212,-0.541410560479012,-0.521305603380655,-0.18727006834381935,0
235078,148239.0,1.85240652690585,-0.0402468934660693,-0.671195008857614,1.62242887294303,-0.347742833301966,-0.52445237183889,-0.367274794524378,-0.0613961574944209,0.948917664127325,-0.377426663488075,-0.602973873943853,0.408770412784161,0.512100778874499,-1.48038425625908,0.343216258650383,0.520365003088157,0.382418433426792,0.655998033458186,-0.888633205586108,-0.114161678661358,0.205363591964505,0.79377400933902,0.0303742746814964,-0.0992700453530982,0.0034882699727041,-0.488015974078555,0.0752331287007213,0.0023151147882155,-0.18011590013725778,0
208285,137050.0,2.12171065107145,0.0344962065252724,-2.52107907986206,0.0759641418677898,0.810579435674,-1.19950478936943,0.753657715269153,-0.376384562809753,-0.177500398463921,0.437425348457453,0.707911453601619,0.0322324610243653,-1.67845515537279,1.29024493422194,-0.751253073373885,-0.512901495670887,-0.248095576951635,-0.0669681333350121,0.392851420922341,-0.295604487458632,0.28681802121956,0.881245272576313,-0.123087352135401,0.843878428638821,0.55565096409778,0.967243217247013,-0.163887326666839,-0.103515194702372,-0.3795052177460567,0
55776,47118.0,1.17747053916345,-0.958232963350223,0.0857346291125457,-0.616331695534749,-0.760043707026934,0.103635983810018,-0.582129698855683,0.120470902079343,-0.640149009266063,0.619213035000687,0.875246387115341,-0.135394713710743,-0.849301372352193,-0.0218997685515883,-0.890292933356488,0.519463071042355,0.677658385051507,-1.4819044027594,0.970149687558058,0.151047411850565,0.151878873269494,0.314379724556007,-0.191696560605313,-0.270479606250383,0.569078984540317,-0.119789221014637,-0.0032392559808121,0.0045764229498258,0.028679823817205418,0
250516,154945.0,-0.18133143998789,0.21715785405755,0.765522255311424,-0.898253506614513,-0.719746709680407,0.493516926773774,0.866021480430788,-0.0036484161638384,0.467220805800994,-0.779967370471793,0.462239285313469,1.12422979425625,0.849016598721375,-0.370114749100346,-0.631679352369192,0.36703989365748,-0.966365755887722,0.67932008512495,-0.0032352945055468,-0.0890251878191207,0.306464372713077,1.07230893409856,-0.0554973563678838,-0.330926758914035,-0.381164150550278,0.0437540418696304,0.0295214458096907,-0.0042365188471003,0.410014653839792,0
255465,157242.0,1.84041664125523,-0.323893029572887,-1.9552088555645,1.37768561980661,0.35090132742432,-0.728319345806768,0.523229134691243,-0.179035477980459,0.627506062274089,0.288955806550729,-1.54378769302185,-1.30129389163062,-3.16295902867089,1.12597506601218,-0.13337182443843,-0.54273132261949,-0.0006064450083815,-0.222117030312536,-0.202916559069895,-0.24684525746995,0.0692561663378646,0.010188563439491,-0.0292581540598257,0.602292822160163,0.346775457536696,-0.521246331473953,-0.0586089579991726,-0.0438303359584259,0.10799393553933227,0
